MOTS_ID  |MOTS_LUXEMBURGISCH  |MOTS_LUXEMBURGISCH_WSC  |MOTS_FRENCH  |MOTS_FRENCH_WSC  |MOTS_GERMAN  |MOTS_GERMAN_WSC  |MOTS_ENGLISH  |MOTS_ENGLISH_WSC  |MOTS_SPAIN  |MOTS_SPAIN_WSC  |MOTS_ITALIAN  |MOTS_ITALIAN_WSC  |MOTS_PORTUGUESE  |MOTS_PORTUGUESE_WSC  |INFINITIF_INDEX1  |INFINITIF_INDEX2  
1586|dompeg=schmeier|dompeg=schmeier|lourd (temps)|lourd (temps)|schwül, feuchtwarm|schwul, feuchtwarm|muggy|muggy|bochorno|bochorno|afoso|afoso|abafado|abafado|null|null
1587|donieft=dernieft|donieft=dernieft|à côté|a cote|daneben|daneben|next to|next to|al lado|al lado|a lato|a lato|ao lado|ao lado|null|null
1588|donkel=däischter|donkel=daischter|foncé, obscur|fonce, obscur|dunkel|dunkel|dark|dark|oscuro|oscuro|oscuro, scuro|oscuro, scuro|escuro|escuro|null|null
1589|Donkelheet=Däischtert|donkelheet=daischtert|obscurité, ténèbres|obscurite, tenebres|Dunkelheit, Finsternis|dunkelheit, finsternis|darkness|darkness|oscuridad, tinieblas, lobreguez|oscuridad, tinieblas, lobreguez|oscurità, buio|oscurita, buio|obscuridade, trevas|obscuridade, trevas|null|null
1590|Donner|donner|tonnerre|tonnerre|Donner|donner|thunder|thunder|trueno|trueno|tuono|tuono|trovão|trovão|null|null
1591|Donnerwieder=Wieder, Donnerwiederen|donnerwieder=wieder, donnerwiederen|orage|orage|Gewitter|gewitter|thunderstorm|thunderstorm|tormenta|tormenta|temporale|temporale|tempestade, borrasca|tempestade, borrasca|null|null
1592|Donneschdeg, Donneschdeger|donneschdeg, donneschdeger|jeudi|jeudi|Donnerstag|donnerstag|Thursday|thursday|jueves|jueves|giovedì|giovedì|quinta­feira|quinta­feira|null|null
1593|donneschdes|donneschdes|le jeudi|le jeudi|am Donnerstag, donnerstags|am donnerstag, donnerstags|on Thursdays|on thursdays|los jueves|los jueves|di giovedì|di giovedì|às quintas­feiras|as quintas­feiras|null|null
1594|dono=duerno=derno|dono=duerno=derno|ensuite, après|ensuite, apres|danach|danach|after that|after that|a continuación|a continuacion|dopo, seguente|dopo, seguente|após, em seguida|apos, em seguida|null|null
1595|Donst=fiichte Beschlag|donst=fiichte beschlag|brume, buée|brume, buee|Dunst|dunst|mist, haze|mist, haze|neblina, bruma|neblina, bruma|bruma|bruma|bruma|bruma|null|null
1596|dopen(sech)=s. drogéieren, en dopt sech|dopen(sech)=s. drogeieren, en dopt sech|se doper, se droguer, prendre des drogues|se doper, se droguer, prendre des drogues|sich dopen|sich dopen|to take stimulants|to take stimulants|doparse|doparse|drogarsi|drogarsi|drogar-se|drogar-se|null|null
1597|Doppelgänger=Sosie, Doppelgänger|doppelganger=sosie, doppelganger|sosie|sosie|Doppelgänger|doppelganger|double|double|sosia|sosia|sosia|sosia|sósia|sosia|null|null
1598|dorobber|dorobber|là­dessus, sur cela|la­dessus, sur cela|darauf, darüber|darauf, daruber|on it|on it|allí arriba|alli arriba|in cima, lassù|in cima, lassù|lá em cima, sobre isso|la em cima, sobre isso|null|null
1599|Dosen, Dosen|dosen, dosen|douzaine|douzaine|Dutzend|dutzend|dozen|dozen|docena|docena|dozzina|dozzina|dúzia|duzia|null|null
1600|Dot=Handlung=Akt=Aktioun, Doten|dot=handlung=akt=aktioun, doten|fait, acte, action|fait, acte, action|Tat, Handlung, Aktion|tat, handlung, aktion|action|action|hecho, acción|hecho, accion|atto, azione|atto, azione|acção, acto|acção, acto|null|null
1601|Douane, Douannen|douane, douannen|douane|douane|Zollamt|zollamt|the customs|the customs|aduana|aduana|dogana|dogana|alfândega|alfandega|null|null
1602|Douanier, Douanieren|douanier, douanieren|douanier|douanier|Zollbeamte|zollbeamte|customs officer|customs officer|aduanero|aduanero|doganiere|doganiere|empregado da alfândega|empregado da alfandega|null|null
1603|doubléieren=verduebelen, en doubléiert|doubleieren=verduebelen, en doubleiert|doubler|doubler|verdoppeln|verdoppeln|to double, to duplicate|to double, to duplicate|duplicar|duplicar|duplicare|duplicare|duplicar|duplicar|null|null
1604|Doud|doud|mort|mort|Tod|tod|death|death|muerte|muerte|morte|morte|morte, falecimento|morte, falecimento|null|null
1605|Doud, zu Doud kommen=ëmkommen, e kënnt zu Doud|doud, zu doud kommen=emkommen, e kennt zu doud|périr|perir|umkommen|umkommen|to perish|to perish|perecer|perecer|perire|perire|perecer|perecer|null|null
1606|doudeg=dout|doudeg=dout|mort|mort|tot|tot|dead|dead|muerto|muerto|morto|morto|morto|morto|null|null
1607|doudeg=ouni Liewen|doudeg=ouni liewen|inanimé|inanime|leblos|leblos|lifeless|lifeless|inanimado|inanimado|inanimato|inanimato|inanimado|inanimado|null|null
1608|Doudegen, Doudeg|doudegen, doudeg|mort (le)|mort (le)|Toter|toter|dead person|dead person|muerto (el)|muerto (el)|morto|morto|morto|morto|null|null
1609|Doudelued, Doudelueden|doudelued, doudelueden|cercueil|cercueil|Sarg|sarg|coffin|coffin|ataúd|ataud|cassa da morto|cassa da morto|caixão|caixão|null|null
1610|Doudesannonce, Doudesannoncen|doudesannonce, doudesannoncen|avis mortuaire, avis de décès|avis mortuaire, avis de deces|Todesanzeige|todesanzeige|obituary|obituary|obituario|obituario|annuncio mortuario|annuncio mortuario|participação de falecimento|participação de falecimento|null|null
1611|Doudesfall=Stierffall, Doudesfäll|doudesfall=stierffall, doudesfall|décès|deces|Todesfall|todesfall|death|death|fallecimiento|fallecimiento|decesso|decesso|falecimento|falecimento|null|null
1612|doudmidd=vreckt=dätsch=erschloen=iwwermidd|doudmidd=vreckt=datsch=erschloen=iwwermidd|claqué, assommé, exténué, épuisé|claque, assomme, extenue, epuise|todmüde|todmude|knocked out, exhausted|knocked out, exhausted|supercansado|supercansado|stanco morto|stanco morto|cansado de morrer, estafado|cansado de morrer, estafado|null|null
1613|doudsécher=onfeelbar|doudsecher=onfeelbar|très sûr, certain, infaillible|tres sûr, certain, infaillible|todsicher, unfehlbar|todsicher, unfehlbar|certain, unfailing, infallible|certain, unfailing, infallible|seguro, cierto, infalible|seguro, cierto, infalible|certo, sicuro, infallibile|certo, sicuro, infallibile|seguro, certo, infalível|seguro, certo, infalivel|null|null
1614|douéiert=begaabt=talentéiert|doueiert=begaabt=talenteiert|doué|doue|begabt|begabt|talented|talented|dotado|dotado|dotato|dotato|dotado|dotado|null|null
1615|douewen|douewen|là­haut|la­haut|dort oben|dort oben|up there|up there|allí arriba|alli arriba|là in cima|la in cima|lá em cima|la em cima|null|null
1616|Dous=Béchs, Dousen|dous=bechs, dousen|boîte|boite|Dose|dose|tin, box|tin, box|lata|lata|latta, lattina|latta, lattina|lata|lata|null|null
1617|dout sinn, en ass dout|dout sinn, en ass dout|être mort|etre mort|tot sein|tot sein|to be dead|to be dead|estar muerto|estar muerto|essere morto|essere morto|estar morto|estar morto|null|null
1618|dout=doudeg|dout=doudeg|mort|mort|tot|tot|dead|dead|muerto|muerto|morto|morto|morto|morto|null|null
1619|doutman=ëmbréngen=ermuerden, e mécht dout|doutman=embrengen=ermuerden, e mecht dout|tuer|tuer|töten|toten|to kill|to kill|matar|matar|uccidere, ammazzare|uccidere, ammazzare|matar|matar|null|null
1706|duerchdréien=de Kapp verléieren=panikéieren=nervös ginn=s. opreegen, en dréit duerch|duerchdreien=de kapp verleieren=panikeieren=nervos ginn=s. opreegen, en dreit duerch|s’affoler|s’affoler|in Panik geraten|in panik geraten|to panic|to panic|ponerse nervioso|ponerse nervioso|perdere la testa, disorientarsi|perdere la testa, disorientarsi|afligir­se, perder a cabeça|afligir­se, perder a cabeça|duerchdréien|null
1621|dovun=dervun|dovun=dervun|de cela|de cela|davon|davon|of that|of that|de eso|de eso|di ciò|di ciò|disso, disto|disso, disto|null|null
1622|Draach, Draachen|draach, draachen|cerf­volant|cerf­volant|Drachen|drachen|kite|kite|cometa|cometa|aquilone|aquilone|papagaio de papel|papagaio de papel|null|null
1623|Draach, Draachen|draach, draachen|dragon|dragon|Drachen|drachen|dragon|dragon|dragón|dragon|drago|drago|dragão|dragão|null|null
1624|dräi|drai|trois|trois|drei|drei|three|three|tres|tres|tre|tre|três|tres|null|null
1625|Dräieck, Dräiecker|draieck, draiecker|triangle|triangle|Dreieck|dreieck|triangle|triangle|triángulo|triangulo|triángolo|triangolo|triângulo|triangulo|null|null
1626|dräieckeg|draieckeg|triangulaire|triangulaire|dreieckig|dreieckig|triangular|triangular|triangular|triangular|triangolare|triangolare|triangular|triangular|null|null
1627|Dräirad, Dräirieder|drairad, drairieder|tricycle|tricycle|Dreirad|dreirad|tricycle|tricycle|triciclo|triciclo|triciclo|triciclo|triciclo|triciclo|null|null
1628|dräizéng|draizeng|treize|treize|dreizehn|dreizehn|thirteen|thirteen|trece|trece|tredici|tredici|treze|treze|null|null
1629|Dram, béisen Dram=Cauchemar=Alpdram, béis Dreem|dram, beisen dram=cauchemar=alpdram, beis dreem|cauchemar|cauchemar|Alptraum|alptraum|nightmare|nightmare|pesadilla|pesadilla|incubo|incubo|pesadelo|pesadelo|null|null
1630|Dram, Dreem|dram, dreem|rêve|reve|Traum|traum|dream|dream|sueño|sueño|sogno|sogno|sonho|sonho|null|null
1631|dran|dran|dedans|dedans|drin, drinnen, darin|drin, drinnen, darin|inside|inside|dentro|dentro|dentro|dentro|dentro|dentro|null|null
1632|dränken=impregnéieren, en dränkt|dranken=impregneieren, en drankt|imbiber, imprégner|imbiber, impregner|durchtränken|durchtranken|to soak|to soak|empapar|empapar|imbevere, inzuppare, intingere|imbevere, inzuppare, intingere|embeber|embeber|null|null
1633|Drauf, Drauwen|drauf, drauwen|raisin|raisin|Traube|traube|grape|grape|uva|uva|uva|uva|uva|uva|null|null
1634|Drauwe liesen, e liest d'Drauwen|drauwe liesen, e liest d'drauwen|vendanger|vendanger|Trauben lesen|trauben lesen|to pick grapes|to pick grapes|vendimiar|vendimiar|vendemmiare|vendemmiare|vindimar|vindimar|null|null
1635|Drauwelies=Lies|drauwelies=lies|vendanges|vendanges|Weinlese|weinlese|vintage|vintage|vendimia|vendimia|vendemmia|vendemmia|vindima|vindima|null|null
1636|Drauwenzocker|drauwenzocker|glucose|glucose|Traubenzucker|traubenzucker|glucose|glucose|glucosa|glucosa|glucosio|glucosio|glicose|glicose|null|null
1637|dréchen|drechen|sec|sec|trocken|trocken|dry|dry|seco|seco|secco|secco|seco|seco|null|null
1638|Dréchent|drechent|sécheresse|secheresse|Trockenheit|trockenheit|drought|drought|sequía|sequia|secca, siccità|secca, siccita|seca|seca|null|null
1884|ëmbréngen=doutman=ermuerden, e bréngt ëm|embrengen=doutman=ermuerden, e brengt em|assassiner, tuer|assassiner, tuer|morden, umbringen|morden, umbringen|to murder|to murder|asesinar|asesinar|assassinare|assassinare|assassinar|assassinar|ëmbréngen|null
1640|Dreck=Bulli=Schlamm|dreck=bulli=schlamm|boue, vase|boue, vase|Schlamm|schlamm|mud|mud|lodo, barro|lodo, barro|pantano|pantano|lama|lama|null|null
1641|Dreck=Knascht=Schmotz|dreck=knascht=schmotz|ordures, saleté|ordures, salete|Müll, Dreck|mull, dreck|rubbish, dirt, filth|rubbish, dirt, filth|basura|basura|sporcizia, sterco|sporcizia, sterco|lixo|lixo|null|null
1642|dreckeg man=knaschteg man=schmotzeg man, e mécht dreckeg|dreckeg man=knaschteg man=schmotzeg man, e mecht dreckeg|salir|salir|beschmutzen|beschmutzen|to soil|to soil|ensuciar|ensuciar|sporcare|sporcare|sujar|sujar|null|null
1643|dreckeg=knaschteg=schmotzeg|dreckeg=knaschteg=schmotzeg|sale, crasseux|sale, crasseux|schmutzig|schmutzig|dirty|dirty|sucio|sucio|sporco|sporco|sujo|sujo|null|null
1644|drécken=impriméieren, en dréckt|drecken=imprimeieren, en dreckt|imprimer|imprimer|drucken|drucken|to print|to print|imprimir|imprimir|premere|premere|imprimir|imprimir|null|null
1886|ëmdréien(sech), en dréit sech ëm|emdreien(sech), en dreit sech em|se retourner|se retourner|sich umdrehen|sich umdrehen|to turn around|to turn around|girarse|girarse|voltarsi|voltarsi|voltar­se|voltar­se|ëmdréien (sech)|null
1646|dréckend=stéckeg|dreckend=steckeg|étouffant, suffocant|etouffant, suffocant|stickig|stickig|stuffy|stuffy|sofocante|sofocante|soffocante|soffocante|sufocante|sufocante|null|null
1647|Dréckerei=Imprimerie, Dréckereien|dreckerei=imprimerie, dreckereien|imprimerie|imprimerie|Druckerei|druckerei|printers|printers|imprenta|imprenta|tipografia|tipografia|tipografia|tipografia|null|null
1648|Drecksak=Crapule, Drecksäck|drecksak=crapule, drecksack|crapule, canaille|crapule, canaille|Lump|lump|villain, cad|villain, cad|pícaro, mabuado|picaro, mabuado|mascalzone|mascalzone|crápula|crapula|null|null
1649|Dreckskëscht=Poubelle=Dreckseemer, Dreckskëschten|dreckskescht=poubelle=dreckseemer, dreckskeschten|poubelle|poubelle|Mülltonne|mulltonne|dustbin, rubbish bin|dustbin, rubbish bin|cubo de basura|cubo de basura|pattumiera|pattumiera|caixote do lixo|caixote do lixo|null|null
1650|Dreckstipp, Dreckstippen|dreckstipp, dreckstippen|décharge publique, déchetterie|decharge publique, dechetterie|Müllkippe|mullkippe|dump, garbage heap|dump, garbage heap|descarga|descarga|discarica|discarica|lixeira|lixeira|null|null
2405|filteren, e filtert|filteren, e filtert|filtrer|filtrer|filtern|filtern|to filter|to filter|filtrar|filtrar|filtrare|filtrare|filtrar|filtrar|filteren|null
1652|dreemen=fantaséieren=fuebelen=spannen=faselen, en dreemt|dreemen=fantaseieren=fuebelen=spannen=faselen, en dreemt|rêver, fantasmer|rever, fantasmer|träumen, fantasieren|traumen, fantasieren|to dream|to dream|soñar|soñar|sognare|sognare|sonhar|sonhar|null|null
1653|dréien, en dréit|dreien, en dreit|tourner|tourner|drehen|drehen|to turn|to turn|girar|girar|girare, volgere|girare, volgere|girar, rodar|girar, rodar|null|null
1654|dréif=niwweleg=bronkeg|dreif=niwweleg=bronkeg|brumeux, nébuleux|brumeux, nebuleux|nebelig|nebelig|foggy|foggy|brumoso|brumoso|nebbioso|nebbioso|brumoso|brumoso|null|null
1655|dréif=onduerchsiichteg=opak|dreif=onduerchsiichteg=opak|opaque, trouble|opaque, trouble|undurchsichtig, trüb|undurchsichtig, trub|opaque|opaque|opaco|opaco|opaco|opaco|opaco|opaco|null|null
1656|dréngend=presséiert|drengend=presseiert|urgent|urgent|dringend|dringend|urgent|urgent|urgente|urgente|urgente|urgente|urgente|urgente|null|null
1657|drénkbar=ze drénken|drenkbar=ze drenken|potable|potable|trinkbar|trinkbar|drinkable|drinkable|potable|potable|potabile|potabile|potável|potavel|null|null
2436|flamen, et flaamt|flamen, et flaamt|flamboyer|flamboyer|flammen|flammen|to flame|to flame|arder|arder|ardere|ardere|arder|arder|flamen|null
1659|Drénkgeld, Drénkgelder|drenkgeld, drenkgelder|pourboire, service|pourboire, service|Trinkgeld|trinkgeld|tip|tip|bote, propina|bote, propina|mancia|mancia|gorjeta|gorjeta|null|null
1660|Drénkwaasser|drenkwaasser|eau potable|eau potable|Trinkwasser|trinkwasser|drinking water|drinking water|agua potable|agua potable|acqua potabile|acqua potabile|água potável|agua potavel|null|null
1661|drënner|drenner|dessous|dessous|unter, drunter|unter, drunter|under bottom|under bottom|debajo de, abajo|debajo de, abajo|sotto|sotto|debaixo|debaixo|null|null
1895|ëmkommen=zu Doud kommen, e kënnt ëm|emkommen=zu doud kommen, e kennt em|périr|perir|umkommen|umkommen|to perish|to perish|perecer|perecer|perire|perire|perecer|perecer|ëmkommen|null
1663|Drëpp, Drëppen|drepp, dreppen|(verre/goutte) d’eau­de­vie|(verre/goutte) d’eau­de­vie|Glas Branntwein, Schnäpschen|glas branntwein, schnapschen|glass of brandy|glass of brandy|vaso de aguardiente|vaso de aguardiente|bicchiere di acquavite|bicchiere di acquavite|copo de aguardente|copo de aguardente|null|null
1664|Drëps, Drëpsen|dreps, drepsen|goutte|goutte|Tropfen|tropfen|drop|drop|gota|gota|goccia|goccia|gota|gota|null|null
1665|drëpsen, en drëpst|drepsen, en drepst|goutter, couler|goutter, couler|tropfen|tropfen|to drip|to drip|gotear|gotear|sgocciolare|sgocciolare|gotejar|gotejar|null|null
1666|drësseg|dresseg|trente|trente|dreißig|dreißig|thirty|thirty|treinta|treinta|trenta|trenta|trinta|trinta|null|null
1667|Drëtten=drëtten, Drëtt=drëtt|dretten=dretten, drett=drett|troisième (le)|troisieme (le)|der Dritte/dritte|der dritte/dritte|the third|the third|tercero|tercero|terzo|terzo|terceiro|terceiro|null|null
1668|driibseg=melancholesch=driibséileg=flemmzeg|driibseg=melancholesch=driibseileg=flemmzeg|mélancolique, cafardeux|melancolique, cafardeux|trübsinnig, schwermütig|trubsinnig, schwermutig|sad, gloomy|sad, gloomy|triste, cabizbajo|triste, cabizbajo|malinconico, triste|malinconico, triste|melancólico, tristonho|melancolico, tristonho|null|null
1669|driibséileg=flemmzeg=driibseg=melancholesch|driibseileg=flemmzeg=driibseg=melancholesch|flemmard|flemmard|arbeitsunlustig|arbeitsunlustig|bonelazy|bonelazy|cachazudo, vago|cachazudo, vago|malinconico, svogliato|malinconico, svogliato|desanimado|desanimado|null|null
1670|driwwer|driwwer|au­dessus|au­dessus|darüber|daruber|above, on top|above, on top|arriba|arriba|sopra|sopra|por cima|por cima|null|null
1896|ëmleeden=deviéieren, e leet ëm|emleeden=devieieren, e leet em|dévier|devier|umleiten|umleiten|to deviate|to deviate|desviar|desviar|deviare|deviare|desviar|desviar|ëmleeden|null
1672|Drobier, Drobieren|drobier, drobieren|civière|civiere|Bahre|bahre|stretcher|stretcher|camilla|camilla|portantina|portantina|maca|maca|null|null
1673|Drock=Pressioun|drock=pressioun|pression|pression|Druck|druck|pressure|pressure|presión|presion|pressione|pressione|pressão|pressão|null|null
1674|Drocksaach=Imprimé, Drocksaachen|drocksaach=imprime, drocksaachen|imprimé|imprime|Drucksache|drucksache|print|print|impreso|impreso|stampa, carta stampata|stampa, carta stampata|impresso|impresso|null|null
2495|follechen, e follecht|follechen, e follecht|obéir|obeir|gehorchen|gehorchen|to obey|to obey|obedecer|obedecer|ubbidire|ubbidire|obedecer|obedecer|follechen|null
1676|droen=unhunn, en dréit|droen=unhunn, en dreit|être vêtu, porter|etre vetu, porter|anhaben, tragen|anhaben, tragen|to wear|to wear|estar vestido|estar vestido|avere indosso, vestire|avere indosso, vestire|trazer vestido|trazer vestido|null|null
1677|Drog, Drogen|drog, drogen|drogue|drogue|Droge|droge|drug|drug|droga|droga|droga|droga|droga|droga|null|null
1678|drogéieren(sech)=s. dopen, en drogéiert sech|drogeieren(sech)=s. dopen, en drogeiert sech|se droguer, prendre des drogues, se doper|se droguer, prendre des drogues, se doper|sich dopen|sich dopen|to take stimulants|to take stimulants|doparse|doparse|drogarsi|drogarsi|drogar-se|drogar-se|null|null
1679|Drogéierten, Drogéiert|drogeierten, drogeiert|drogué|drogue|Drogenabhängiger|drogenabhangiger|drug addict|drug addict|drogado|drogado|drogato|drogato|drogado|drogado|null|null
1680|Droit=Recht, Droiten|droit=recht, droiten|droit|droit|Recht|recht|right|right|derecho|derecho|diritto|diritto|direito|direito|null|null
1681|droleg=witzeg=komesch=gelungen=bosseg|droleg=witzeg=komesch=gelungen=bosseg|drôle, étrange, bizarre, amusant|drole, etrange, bizarre, amusant|komisch, lustig, drollig|komisch, lustig, drollig|strange, peculiar, funny|strange, peculiar, funny|divertido, gracioso|divertido, gracioso|strano, divertente|strano, divertente|estranho, esquisito|estranho, esquisito|null|null
1682|dronkeg man=schwindeleg man, e mécht dronkeg|dronkeg man=schwindeleg man, e mecht dronkeg|étourdir|etourdir|betäuben|betauben|to daze, to stun|to daze, to stun|aturdir|aturdir|stordire|stordire|aturdir|aturdir|null|null
1683|Dronkenheet=Schwindel|dronkenheet=schwindel|vertige|vertige|Schwindel|schwindel|dizziness|dizziness|vértigo|vertigo|vertigine|vertigine|vertigem|vertigem|null|null
1684|drop|drop|dessus|dessus|drauf|drauf|on top|on top|encima|encima|in cima|in cima|em cima|em cima|null|null
1685|drop an drun|drop an drun|sur le point|sur le point|drauf und dran|drauf und dran|at any moment now|at any moment now|a punto de|a punto de|sul punto di|sul punto di|a ponto de|a ponto de|null|null
1686|drop behaapten(sech)=verbass sinn=versiess sinn=onermiddlech, e behaapt sech drop|drop behaapten(sech)=verbass sinn=versiess sinn=onermiddlech, e behaapt sech drop|s’acharner|s’acharner|beharren|beharren|to persist|to persist|empeñarse, insistir|empeñarse, insistir|persistere|persistere|insistir, obstinar-se|insistir, obstinar-se|null|null
1687|dropmaachen=dropman=verbëtzen=verschwenden=verpolveren, e mécht drop|dropmaachen=dropman=verbetzen=verschwenden=verpolveren, e mecht drop|dissiper, gaspiller|dissiper, gaspiller|verschwenden|verschwenden|to squander, to waste|to squander, to waste|despilfarrar|despilfarrar|sperperare|sperperare|desperdiçar|desperdiçar|null|null
1688|Drot, Dréit|drot, dreit|barrière métallique, fil de fer|barriere metallique, fil de fer|Zaun, Draht|zaun, draht|wire fence|wire fence|cerca, valla|cerca, valla|fil di ferro, cancello|fil di ferro, cancello|arame, cerca|arame, cerca|null|null
1903|empfänken, en empfänkt|empfanken, en empfankt|accueillir, recevoir|accueillir, recevoir|empfangen|empfangen|to welcome, to receive|to welcome, to receive|recibir|recibir|ricevere|ricevere|acolher, receber|acolher, receber|empfänken|null
1690|drusinn, en ass drun|drusinn, en ass drun|être au tour de|etre au tour de|dransein|dransein|it’s his turn|it’s his turn|estar en su turno|estar en su turno|toccare a qualcuno|toccare a qualcuno|ser a sua vez, estar na sua vez|ser a sua vez, estar na sua vez|null|null
1691|druddelen=erastiechen=erastoppen, en druddelt|druddelen=erastiechen=erastoppen, en druddelt|fourrer|fourrer|hineinstopfen|hineinstopfen|to crumple, to cran|to crumple, to cran|atiborrar|atiborrar|cacciare, ficcare|cacciare, ficcare|rechear|rechear|null|null
2596|froen, e freet|froen, e freet|demander|demander|fragen|fragen|to ask|to ask|pedir, preguntar|pedir, preguntar|domandare|domandare|perguntar|perguntar|froen|null
1693|Drüs, Drüsen|drus, drusen|glande|glande|Drüse|druse|gland|gland|glándula|glandula|ghiandola|ghiandola|glândula|glandula|null|null
1694|d'selwecht=kif kif=gläich=egal=gehopst wéi gesprongen|d'selwecht=kif kif=glaich=egal=gehopst wei gesprongen|pareil|pareil|gleich|gleich|equal|equal|igual|igual|uguale|uguale|igual|igual|null|null
1695|du=de|du=de|tu|tu|du|du|you (informal)|you (informal)|tú|tu|tu|tu|tu|tu|null|null
1696|Dübel, Dübelen|dubel, dubelen|goujon, cheville|goujon, cheville|Dübel|dubel|peg|peg|taco, clavija|taco, clavija|tassello|tassello|bucha|bucha|null|null
1697|dubiéis=louche=zweedeiteg=onkloer|dubieis=louche=zweedeiteg=onkloer|ambigu, équivoque|ambigu, equivoque|zweideutig|zweideutig|ambiguous|ambiguous|ambiguo|ambiguo|ambiguo|ambiguo|ambíguo|ambiguo|null|null
1698|Duch, Dicher|duch, dicher|torchon, serviette|torchon, serviette|Tuch|tuch|towel|towel|toalla|toalla|asciugamano, panno|asciugamano, panno|toalha|toalha|null|null
1699|duckelen(sech)=s. kuschelen, en duckelt sech|duckelen(sech)=s. kuschelen, en duckelt sech|se blottir|se blottir|sich anschmiegen|sich anschmiegen|to cuddle|to cuddle|acurrucarse|acurrucarse|rannicchiarsi|rannicchiarsi|aninhar­se|aninhar­se|null|null
1700|ducken(sech)=s. verkrauchen, en duckt sech|ducken(sech)=s. verkrauchen, en duckt sech|se tapir|se tapir|sich ducken|sich ducken|to crouch|to crouch|agacharse|agacharse|abbassarsi, chinarsi|abbassarsi, chinarsi|agachar­se, abaixar­se|agachar­se, abaixar­se|null|null
1701|duebel=zweemol=zweefach|duebel=zweemol=zweefach|double|double|doppelt|doppelt|double|double|doble|doble|doppio|doppio|duplo|duplo|null|null
1702|Duechter=Meedchen, Diechter|duechter=meedchen, diechter|fille|fille|Tochter|tochter|daughter|daughter|hija|hija|figlia|figlia|filha|filha|null|null
1703|duer=dohin|duer=dohin|là|la|da, dort|da, dort|there|there|allí|alli|ci, vi|ci, vi|ali, além|ali, alem|null|null
1715|Duerchfall=Schësser|duerchfall=schesser|diarrhée|diarrhee|Durchfall|durchfall|diarrhoea|diarrhoea|diarrea|diarrea|diarrea|diarrea|diarreia|diarreia|null|null
1704|duerch=uechter=ueter|duerch=uechter=ueter|à travers, par|a travers, par|durch|durch|across, through|across, through|a través de, por|a traves de, por|per, attraverso|per, attraverso|mediante, através de, por|mediante, atraves de, por|null|null
1705|duerchdrécken=tripsen, en dréckt duerch|duerchdrecken=tripsen, en dreckt duerch|écraser|ecraser|zerdrücken|zerdrucken|to crush, to mash|to crush, to mash|aplastar, machacar|aplastar, machacar|schiacciare|schiacciare|esmagar|esmagar|null|null
1708|duercherneebréngen=verkuebelen=stéieren, e bréngt duercherneen|duercherneebrengen=verkuebelen=steieren, e brengt duercherneen|troubler, perturber|troubler, perturber|stören|storen|to trouble, to disturb|to trouble, to disturb|perturbar|perturbar|rendere confuso, perturbare|rendere confuso, perturbare|perturbar|perturbar|duercherneebréngen|null
1707|duerchdriwwen=schallekseg=näischnotzeg=schellemzeg|duerchdriwwen=schallekseg=naischnotzeg=schellemzeg|futé|fute|verschmitzt|verschmitzt|sly|sly|astuto|astuto|astuto|astuto|astucioso|astucioso|null|null
1709|duercherneegeroden=verwuerelen, e geréit duercherneen|duercherneegeroden=verwuerelen, e gereit duercherneen|s’emmêler|s’emmeler|verwirren, verwickeln|verwirren, verwickeln|to tangle up|to tangle up|enmarañarse|enmarañarse|aggrovigliarsi|aggrovigliarsi|emaranhar­se, perturbar­se|emaranhar­se, perturbar­se|duercherneegeroden|null
1784|eekelen(sech)=s. eeklen=degoûtéiert sinn, en eekelt sech|eekelen(sech)=s. eeklen=degoûteiert sinn, en eekelt sech|dégoûter, être écoeuré|degoûter, etre ecoeure|anekeln, anwidern|anekeln, anwidern|to be disgusted|to be disgusted|disgustar|disgustar|disgustare|disgustare|desgostar|desgostar|eeklen (sech)|null
1710|duercherneen|duercherneen|pêle­mêle|pele­mele|durcheinander|durcheinander|mixed up|mixed up|revuelto|revuelto|confuso, in disordine|confuso, in disordine|emaranhado, desordenado|emaranhado, desordenado|null|null
1711|duercherneen=gaga=verkallekt|duercherneen=gaga=verkallekt|gaga|gaga|verkalkt, durcheinander|verkalkt, durcheinander|disturbed|disturbed|perturbado|perturbado|essere confuso|essere confuso|perturbado|perturbado|null|null
1712|Duercherneen=Kuddelmuddel=Onuerdnung=Chaos=Jirimiri|duercherneen=kuddelmuddel=onuerdnung=chaos=jirimiri|branle­bas, désordre, pagaille|branle­bas, desordre, pagaille|Durcheinander|durcheinander|upheaval, disorder, mess|upheaval, disorder, mess|zafarrancho, desorden, follón|zafarrancho, desorden, follon|confusione, disordine|confusione, disordine|desordem, amálgama, balbúrdia|desordem, amalgama, balburdia|null|null
1713|duercherneen=matgeholl=verstéiert=verwallt|duercherneen=matgeholl=versteiert=verwallt|bouleversé|bouleverse|erschüttert|erschuttert|upset|upset|conmocionado, perturbado|conmocionado, perturbado|perturbato, sconvolto|perturbato, sconvolto|perturbado|perturbado|null|null
1910|ëmstoussen=ëmgeheien, e stéisst ëm|emstoussen=emgeheien, e steisst em|renverser|renverser|umstoßen|umstoßen|to knock over|to knock over|derribar|derribar|rovesciare, ribaltare|rovesciare, ribaltare|derrubar|derrubar|ëmstoussen|null
